0, 0, Header, 1, 2, 256,
1, 0, Start_track,,,,
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -1," ""major""",,
1, 0, Tempo, 857142,,,
1, 0, Title_t," ""Amazing Grace""",,,
1, 0, Text_t," ""Arr. Criswell""",,,
1, 0, Copyright_t," ""Copyright © Chad Criswell""",,,
1, 16384, Tempo, 857142,,,
1, 16385, End_track,,,,
2, 0, Start_track,,,,
2, 0, Program_c, 0, 0,,
2, 0, Control_c, 0, 121, 0,
2, 0, Control_c, 0, 64, 0,
2, 0, Control_c, 0, 10, 51,
2, 0, Control_c, 0, 7, 89,
2,0, Note_on_c, 0,65.0,71,
2,0, Note_on_c, 0,71.0,71,
2,0, Note_off_c, 0,65.0,0,
2, 0, Control_c, 0, 121, 0,
2, 0, Control_c, 0, 64, 0,
2, 0, Control_c, 0, 10, 51,
2, 0, Control_c, 0, 7, 89,
2, 0, Title_t," ""Piano""",,,
2,0, Note_off_c, 0,71.0,0,
2,246, Note_on_c, 0,66.0,71,
2,246, Note_on_c, 0,47.0,69,
2,246, Note_off_c, 0,66.0,0,
2,246, Note_on_c, 0,60.0,65,
2,256, Note_on_c, 0,71.0,63,
2,256, Note_off_c, 0,71.0,0,
2,256, Note_on_c, 0,65.0,64,
2,256, Note_on_c, 0,67.0,71,
2,748, Note_on_c, 0,66.0,87,
2,748, Note_on_c, 0,71.0,88,
2,748, Note_on_c, 0,75.0,89,
2,748, Note_off_c, 0,71.0,0,
2,768, Note_on_c, 0,59.0,78,
2,768, Note_on_c, 0,71.0,69,
2,768, Note_off_c, 0,71.0,0,
2,768, Note_off_c, 0,59.0,0,
2,1014, Note_off_c, 0,66.0,0,
2,1014, Note_on_c, 0,59.0,67,
2,1014, Note_off_c, 0,59.0,0,
2,1014, Note_off_c, 0,47.0,0,
2,1024, Note_on_c, 0,71.0,69,
2,1024, Note_on_c, 0,59.0,70,
2,1024, Note_off_c, 0,59.0,0,
2,1024, Note_on_c, 0,54.0,71,
2,1393, Note_on_c, 0,59.0,70,
2,1393, Note_off_c, 0,65.0,0,
2,1393, Note_on_c, 0,70.0,70,
2,1393, Note_off_c, 0,59.0,0,
2,1408, Note_on_c, 0,65.0,73,
2,1408, Note_off_c, 0,70.0,0,
2,1408, Note_off_c, 0,71.0,0,
2,1408, Note_off_c, 0,65.0,0,
2,1531, Note_on_c, 0,59.0,70,
2,1531, Note_on_c, 0,65.0,67,
2,1531, Note_off_c, 0,65.0,0,
2,1531, Note_on_c, 0,71.0,68,
2,1536, Note_off_c, 0,71.0,0,
2,1536, Note_on_c, 0,65.0,70,
