0, 0, Header, 1, 2, 256
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 631577
1, 0, Title_t, "The Last Post"
1, 0, Text_t, "Traditional"
1, 19200, Tempo, 681818
1, 19456, Tempo, 731706
1, 19840, Tempo, 800000
1, 20480, Tempo, 800000
1, 20480, Tempo, 631577
1, 39680, Tempo, 681818
1, 39936, Tempo, 731706
1, 40320, Tempo, 800000
1, 40321, End_track
2, 0, Start_track
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 100
2, 0, Note_on_c, 0, 63, 70
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 100
2, 0, Title_t, "Piano"
2, 0, Note_on_c, 0, 55, 73
2, 0, Note_on_c, 0, 51, 72
2, 384, Note_off_c, 0, 63, 0
2, 384, Note_on_c, 0, 65, 79
2, 384, Note_off_c, 0, 55, 0
2, 384, Note_on_c, 0, 56, 82
2, 512, Note_off_c, 0, 65, 0
2, 512, Note_on_c, 0, 67, 85
2, 512, Note_off_c, 0, 51, 0
2, 512, Note_off_c, 0, 56, 0
2, 512, Note_on_c, 0, 58, 77
2, 512, Note_on_c, 0, 51, 78
2, 768, Note_off_c, 0, 67, 0
2, 768, Note_on_c, 0, 65, 72
2, 768, Note_off_c, 0, 58, 0
2, 768, Note_off_c, 0, 51, 0
2, 768, Note_on_c, 0, 58, 79
2, 768, Note_on_c, 0, 50, 76
2, 1024, Note_off_c, 0, 65, 0
2, 1024, Note_on_c, 0, 62, 86
2, 1024, Note_on_c, 0, 68, 86
2, 1024, Note_off_c, 0, 58, 0
2, 1024, Note_off_c, 0, 50, 0
2, 1024, Note_on_c, 0, 53, 78
2, 1280, Note_off_c, 0, 62, 0
2, 1280, Note_off_c, 0, 68, 0
2, 1280, Note_on_c, 0, 63, 83
2, 1280, Note_on_c, 0, 67, 83
2, 1280, Note_off_c, 0, 53, 0
2, 1280, Note_on_c, 0, 51, 80
2, 1536, Note_off_c, 0, 63, 0
2, 1536, Note_off_c, 0, 67, 0
2, 1536, Note_on_c, 0, 65, 81
2, 1536, Note_off_c, 0, 51, 0
2, 1536, Note_on_c, 0, 56, 91
2, 1536, Note_on_c, 0, 58, 91
2, 1664, Note_off_c, 0, 65, 0
2, 1664, Note_on_c, 0, 62, 75
